Epoch:1	 Loss:4.075	 lr:0.10000	 acc:6.336%
Epoch:2	 Loss:3.547	 lr:0.10000	 acc:13.694%
Epoch:3	 Loss:3.173	 lr:0.10000	 acc:20.302%
Epoch:4	 Loss:2.963	 lr:0.10000	 acc:24.016%
Epoch:5	 Loss:2.779	 lr:0.10000	 acc:27.684%
Epoch:6	 Loss:2.646	 lr:0.10000	 acc:30.342%
Epoch:7	 Loss:2.538	 lr:0.10000	 acc:32.772%
Epoch:8	 Loss:2.476	 lr:0.10000	 acc:34.090%
Epoch:9	 Loss:2.424	 lr:0.10000	 acc:35.400%
Epoch:10	 Loss:2.376	 lr:0.10000	 acc:36.326%
Epoch:11	 Loss:2.335	 lr:0.10000	 acc:37.140%
Epoch:12	 Loss:2.296	 lr:0.10000	 acc:38.316%
Epoch:13	 Loss:2.266	 lr:0.10000	 acc:38.792%
Epoch:14	 Loss:2.238	 lr:0.10000	 acc:39.514%
Epoch:15	 Loss:2.217	 lr:0.10000	 acc:40.076%
Epoch:16	 Loss:2.178	 lr:0.10000	 acc:40.702%
Epoch:17	 Loss:2.168	 lr:0.10000	 acc:41.114%
Epoch:18	 Loss:2.147	 lr:0.10000	 acc:41.584%
Epoch:19	 Loss:2.129	 lr:0.10000	 acc:42.070%
Epoch:20	 Loss:2.114	 lr:0.10000	 acc:42.090%
Epoch:21	 Loss:2.098	 lr:0.10000	 acc:42.744%
Epoch:22	 Loss:2.101	 lr:0.10000	 acc:42.956%
Epoch:23	 Loss:2.081	 lr:0.10000	 acc:43.320%
Epoch:24	 Loss:2.078	 lr:0.10000	 acc:43.252%
Epoch:25	 Loss:2.057	 lr:0.10000	 acc:43.936%
Epoch:26	 Loss:2.054	 lr:0.10000	 acc:44.068%
Epoch:27	 Loss:2.050	 lr:0.10000	 acc:44.262%
Epoch:28	 Loss:2.040	 lr:0.10000	 acc:44.186%
Epoch:29	 Loss:2.029	 lr:0.10000	 acc:44.508%
Epoch:30	 Loss:2.015	 lr:0.10000	 acc:44.706%
Epoch:31	 Loss:2.004	 lr:0.10000	 acc:45.104%
Epoch:32	 Loss:2.006	 lr:0.10000	 acc:44.910%
Epoch:33	 Loss:2.003	 lr:0.10000	 acc:45.258%
Epoch:34	 Loss:1.990	 lr:0.10000	 acc:45.584%
Epoch:35	 Loss:1.995	 lr:0.10000	 acc:45.506%
Epoch:36	 Loss:1.983	 lr:0.10000	 acc:45.976%
Epoch:37	 Loss:1.986	 lr:0.10000	 acc:45.694%
Epoch:38	 Loss:1.973	 lr:0.10000	 acc:45.944%
Epoch:39	 Loss:1.973	 lr:0.10000	 acc:46.128%
