Epoch:1	 Loss:3.747	 lr:0.10000	 acc:10.750%
Epoch:2	 Loss:3.467	 lr:0.10000	 acc:16.100%
Epoch:3	 Loss:3.196	 lr:0.10000	 acc:20.900%
Epoch:4	 Loss:2.857	 lr:0.10000	 acc:26.160%
Epoch:5	 Loss:2.955	 lr:0.10000	 acc:27.320%
Epoch:6	 Loss:2.668	 lr:0.10000	 acc:31.460%
Epoch:7	 Loss:2.431	 lr:0.10000	 acc:35.500%
Epoch:8	 Loss:2.453	 lr:0.10000	 acc:35.840%
Epoch:9	 Loss:2.316	 lr:0.10000	 acc:38.610%
Epoch:14	 Loss:2.353	 lr:0.10000	 acc:38.980%
Epoch:15	 Loss:2.183	 lr:0.10000	 acc:41.740%
Epoch:18	 Loss:2.181	 lr:0.10000	 acc:42.730%
Epoch:22	 Loss:2.086	 lr:0.10000	 acc:43.760%
Epoch:27	 Loss:2.004	 lr:0.10000	 acc:45.820%
Epoch:50	 Loss:1.994	 lr:0.10000	 acc:46.820%
Epoch:61	 Loss:1.378	 lr:0.02000	 acc:60.620%
Epoch:62	 Loss:1.348	 lr:0.02000	 acc:61.640%
Epoch:64	 Loss:1.333	 lr:0.02000	 acc:61.880%
Epoch:65	 Loss:1.328	 lr:0.02000	 acc:62.210%
Epoch:121	 Loss:1.156	 lr:0.00400	 acc:67.980%
Epoch:122	 Loss:1.145	 lr:0.00400	 acc:68.630%
Epoch:126	 Loss:1.161	 lr:0.00400	 acc:68.820%
Epoch:128	 Loss:1.200	 lr:0.00400	 acc:68.920%
