Epoch:1	 Loss:4.202	 lr:0.10000	 acc:5.230%
Epoch:2	 Loss:3.747	 lr:0.10000	 acc:9.710%
Epoch:3	 Loss:3.586	 lr:0.10000	 acc:13.510%
Epoch:4	 Loss:3.365	 lr:0.10000	 acc:17.730%
Epoch:5	 Loss:2.963	 lr:0.10000	 acc:24.690%
Epoch:6	 Loss:3.095	 lr:0.10000	 acc:26.250%
Epoch:7	 Loss:2.681	 lr:0.10000	 acc:32.030%
Epoch:8	 Loss:2.468	 lr:0.10000	 acc:36.840%
Epoch:9	 Loss:2.864	 lr:0.10000	 acc:33.280%
Epoch:10	 Loss:2.436	 lr:0.10000	 acc:39.030%
Epoch:11	 Loss:2.225	 lr:0.10000	 acc:41.520%
Epoch:12	 Loss:2.623	 lr:0.10000	 acc:36.230%
Epoch:13	 Loss:2.381	 lr:0.10000	 acc:41.630%
Epoch:14	 Loss:2.275	 lr:0.10000	 acc:42.800%
Epoch:15	 Loss:2.381	 lr:0.10000	 acc:40.650%
Epoch:16	 Loss:2.157	 lr:0.10000	 acc:45.280%
Epoch:17	 Loss:1.987	 lr:0.10000	 acc:47.210%
Epoch:18	 Loss:2.083	 lr:0.10000	 acc:45.260%
Epoch:19	 Loss:1.879	 lr:0.10000	 acc:48.050%
Epoch:20	 Loss:1.814	 lr:0.10000	 acc:50.540%
Epoch:21	 Loss:1.940	 lr:0.10000	 acc:47.710%
Epoch:22	 Loss:1.829	 lr:0.10000	 acc:50.620%
Epoch:23	 Loss:1.847	 lr:0.10000	 acc:50.990%
Epoch:24	 Loss:1.819	 lr:0.10000	 acc:51.190%
Epoch:25	 Loss:2.046	 lr:0.10000	 acc:46.870%
Epoch:26	 Loss:1.688	 lr:0.10000	 acc:53.050%
Epoch:27	 Loss:2.193	 lr:0.10000	 acc:43.320%
Epoch:28	 Loss:2.067	 lr:0.10000	 acc:46.760%
Epoch:29	 Loss:1.833	 lr:0.10000	 acc:50.180%
Epoch:30	 Loss:2.458	 lr:0.10000	 acc:39.730%
Epoch:31	 Loss:1.836	 lr:0.10000	 acc:50.460%
Epoch:32	 Loss:2.024	 lr:0.10000	 acc:46.590%
Epoch:33	 Loss:1.795	 lr:0.10000	 acc:52.070%
Epoch:34	 Loss:2.057	 lr:0.10000	 acc:47.780%
Epoch:35	 Loss:1.940	 lr:0.10000	 acc:48.790%
Epoch:36	 Loss:1.924	 lr:0.10000	 acc:49.310%
Epoch:37	 Loss:1.978	 lr:0.10000	 acc:49.400%
Epoch:38	 Loss:1.851	 lr:0.10000	 acc:49.650%
Epoch:39	 Loss:1.670	 lr:0.10000	 acc:54.010%
Epoch:40	 Loss:1.741	 lr:0.10000	 acc:52.550%
Epoch:41	 Loss:2.581	 lr:0.10000	 acc:40.940%
Epoch:42	 Loss:1.868	 lr:0.10000	 acc:51.370%
