Epoch:1	 Loss:3.906	 lr:0.10000	 acc:8.120%
Epoch:2	 Loss:3.765	 lr:0.10000	 acc:11.110%
Epoch:3	 Loss:3.368	 lr:0.10000	 acc:17.340%
Epoch:4	 Loss:3.048	 lr:0.10000	 acc:22.870%
Epoch:5	 Loss:2.806	 lr:0.10000	 acc:27.500%
Epoch:6	 Loss:2.826	 lr:0.10000	 acc:26.950%
Epoch:7	 Loss:2.607	 lr:0.10000	 acc:30.730%
Epoch:8	 Loss:2.533	 lr:0.10000	 acc:32.930%
Epoch:9	 Loss:2.443	 lr:0.10000	 acc:34.700%
Epoch:10	 Loss:2.639	 lr:0.10000	 acc:31.370%
Epoch:11	 Loss:2.447	 lr:0.10000	 acc:35.720%
Epoch:12	 Loss:2.614	 lr:0.10000	 acc:33.750%
Epoch:13	 Loss:2.531	 lr:0.10000	 acc:34.870%
Epoch:14	 Loss:2.619	 lr:0.10000	 acc:33.300%
Epoch:15	 Loss:2.285	 lr:0.10000	 acc:39.070%
Epoch:16	 Loss:2.346	 lr:0.10000	 acc:38.170%
Epoch:17	 Loss:2.429	 lr:0.10000	 acc:37.170%
Epoch:18	 Loss:2.414	 lr:0.10000	 acc:37.740%
Epoch:19	 Loss:2.416	 lr:0.10000	 acc:37.060%
Epoch:20	 Loss:2.324	 lr:0.10000	 acc:38.650%
Epoch:21	 Loss:2.197	 lr:0.10000	 acc:40.220%
Epoch:22	 Loss:2.261	 lr:0.10000	 acc:40.290%
Epoch:23	 Loss:2.257	 lr:0.10000	 acc:39.730%
Epoch:24	 Loss:2.455	 lr:0.10000	 acc:35.780%
Epoch:25	 Loss:2.197	 lr:0.10000	 acc:40.290%
Epoch:26	 Loss:2.065	 lr:0.10000	 acc:43.600%
Epoch:27	 Loss:2.413	 lr:0.10000	 acc:38.050%
Epoch:28	 Loss:2.394	 lr:0.10000	 acc:38.630%
Epoch:29	 Loss:2.260	 lr:0.10000	 acc:39.580%
Epoch:30	 Loss:2.169	 lr:0.10000	 acc:42.230%
Epoch:31	 Loss:2.350	 lr:0.10000	 acc:38.760%
Epoch:32	 Loss:2.152	 lr:0.10000	 acc:41.730%
Epoch:33	 Loss:2.205	 lr:0.10000	 acc:40.630%
Epoch:34	 Loss:2.028	 lr:0.10000	 acc:45.090%
Epoch:35	 Loss:2.426	 lr:0.10000	 acc:37.340%
Epoch:36	 Loss:2.164	 lr:0.10000	 acc:41.620%
Epoch:37	 Loss:2.331	 lr:0.10000	 acc:39.960%
Epoch:38	 Loss:2.244	 lr:0.10000	 acc:39.360%
Epoch:39	 Loss:2.365	 lr:0.10000	 acc:38.250%
Epoch:40	 Loss:2.309	 lr:0.10000	 acc:39.080%
Epoch:41	 Loss:2.141	 lr:0.10000	 acc:41.560%
Epoch:42	 Loss:2.252	 lr:0.10000	 acc:40.250%
Epoch:43	 Loss:2.207	 lr:0.10000	 acc:41.690%
Epoch:44	 Loss:2.554	 lr:0.10000	 acc:35.960%
Epoch:45	 Loss:2.300	 lr:0.10000	 acc:39.250%
Epoch:46	 Loss:2.262	 lr:0.10000	 acc:40.170%
Epoch:47	 Loss:2.429	 lr:0.10000	 acc:36.690%
Epoch:48	 Loss:2.233	 lr:0.10000	 acc:40.810%
Epoch:49	 Loss:2.046	 lr:0.10000	 acc:44.540%
Epoch:50	 Loss:2.160	 lr:0.10000	 acc:41.210%
Epoch:51	 Loss:2.528	 lr:0.10000	 acc:36.300%
Epoch:52	 Loss:2.319	 lr:0.10000	 acc:39.650%
Epoch:53	 Loss:2.556	 lr:0.10000	 acc:33.510%
Epoch:54	 Loss:2.214	 lr:0.10000	 acc:41.250%
Epoch:55	 Loss:2.072	 lr:0.10000	 acc:43.610%
Epoch:56	 Loss:2.111	 lr:0.10000	 acc:42.820%
Epoch:57	 Loss:2.382	 lr:0.10000	 acc:37.950%
Epoch:58	 Loss:2.333	 lr:0.10000	 acc:39.680%
Epoch:59	 Loss:2.220	 lr:0.10000	 acc:40.970%
Epoch:60	 Loss:2.386	 lr:0.10000	 acc:38.180%
Epoch:61	 Loss:1.424	 lr:0.02000	 acc:59.400%
Epoch:62	 Loss:1.425	 lr:0.02000	 acc:59.060%
Epoch:63	 Loss:1.416	 lr:0.02000	 acc:59.540%
Epoch:64	 Loss:1.431	 lr:0.02000	 acc:58.770%
Epoch:65	 Loss:1.388	 lr:0.02000	 acc:59.840%
Epoch:66	 Loss:1.421	 lr:0.02000	 acc:59.490%
Epoch:67	 Loss:1.386	 lr:0.02000	 acc:60.360%
Epoch:68	 Loss:1.420	 lr:0.02000	 acc:58.990%
Epoch:69	 Loss:1.394	 lr:0.02000	 acc:59.670%
Epoch:70	 Loss:1.506	 lr:0.02000	 acc:58.060%
Epoch:71	 Loss:1.389	 lr:0.02000	 acc:60.010%
Epoch:72	 Loss:1.433	 lr:0.02000	 acc:59.040%
Epoch:73	 Loss:1.458	 lr:0.02000	 acc:59.140%
Epoch:74	 Loss:1.386	 lr:0.02000	 acc:59.640%
Epoch:75	 Loss:1.419	 lr:0.02000	 acc:59.610%
Epoch:76	 Loss:1.503	 lr:0.02000	 acc:57.600%
Epoch:77	 Loss:1.455	 lr:0.02000	 acc:58.690%
Epoch:78	 Loss:1.465	 lr:0.02000	 acc:58.170%
Epoch:79	 Loss:1.451	 lr:0.02000	 acc:58.620%
Epoch:80	 Loss:1.440	 lr:0.02000	 acc:59.330%
Epoch:81	 Loss:1.441	 lr:0.02000	 acc:59.170%
Epoch:82	 Loss:1.486	 lr:0.02000	 acc:57.430%
Epoch:83	 Loss:1.488	 lr:0.02000	 acc:58.010%
Epoch:84	 Loss:1.440	 lr:0.02000	 acc:59.340%
Epoch:85	 Loss:1.438	 lr:0.02000	 acc:59.290%
Epoch:86	 Loss:1.465	 lr:0.02000	 acc:58.330%
Epoch:87	 Loss:1.482	 lr:0.02000	 acc:58.010%
Epoch:88	 Loss:1.502	 lr:0.02000	 acc:57.460%
Epoch:89	 Loss:1.500	 lr:0.02000	 acc:57.680%
Epoch:90	 Loss:1.471	 lr:0.02000	 acc:58.050%
Epoch:91	 Loss:1.507	 lr:0.02000	 acc:57.300%
Epoch:92	 Loss:1.447	 lr:0.02000	 acc:58.940%
Epoch:93	 Loss:1.474	 lr:0.02000	 acc:57.900%
Epoch:94	 Loss:1.464	 lr:0.02000	 acc:58.420%
Epoch:95	 Loss:1.471	 lr:0.02000	 acc:58.700%
Epoch:96	 Loss:1.409	 lr:0.02000	 acc:59.680%
Epoch:97	 Loss:1.477	 lr:0.02000	 acc:58.320%
Epoch:98	 Loss:1.430	 lr:0.02000	 acc:59.400%
Epoch:99	 Loss:1.474	 lr:0.02000	 acc:58.380%
Epoch:100	 Loss:1.472	 lr:0.02000	 acc:58.420%
Epoch:101	 Loss:1.473	 lr:0.02000	 acc:58.650%
Epoch:102	 Loss:1.524	 lr:0.02000	 acc:57.120%
Epoch:103	 Loss:1.482	 lr:0.02000	 acc:58.340%
Epoch:104	 Loss:1.406	 lr:0.02000	 acc:60.380%
Epoch:105	 Loss:1.499	 lr:0.02000	 acc:58.570%
Epoch:106	 Loss:1.412	 lr:0.02000	 acc:59.820%
Epoch:107	 Loss:1.502	 lr:0.02000	 acc:57.740%
Epoch:108	 Loss:1.453	 lr:0.02000	 acc:58.940%
Epoch:109	 Loss:1.447	 lr:0.02000	 acc:59.680%
Epoch:110	 Loss:1.469	 lr:0.02000	 acc:58.600%
Epoch:111	 Loss:1.469	 lr:0.02000	 acc:59.160%
Epoch:112	 Loss:1.456	 lr:0.02000	 acc:59.100%
Epoch:113	 Loss:1.546	 lr:0.02000	 acc:57.070%
Epoch:114	 Loss:1.449	 lr:0.02000	 acc:59.780%
Epoch:115	 Loss:1.473	 lr:0.02000	 acc:58.730%
Epoch:116	 Loss:1.459	 lr:0.02000	 acc:58.700%
Epoch:117	 Loss:1.410	 lr:0.02000	 acc:59.720%
Epoch:118	 Loss:1.460	 lr:0.02000	 acc:59.060%
Epoch:119	 Loss:1.471	 lr:0.02000	 acc:58.440%
Epoch:120	 Loss:1.416	 lr:0.02000	 acc:60.300%
Epoch:121	 Loss:1.122	 lr:0.00400	 acc:67.570%
Epoch:122	 Loss:1.117	 lr:0.00400	 acc:67.800%
Epoch:123	 Loss:1.106	 lr:0.00400	 acc:68.010%
Epoch:124	 Loss:1.106	 lr:0.00400	 acc:67.940%
Epoch:125	 Loss:1.113	 lr:0.00400	 acc:67.820%
Epoch:126	 Loss:1.114	 lr:0.00400	 acc:68.380%
Epoch:127	 Loss:1.120	 lr:0.00400	 acc:68.360%
Epoch:128	 Loss:1.113	 lr:0.00400	 acc:68.550%
Epoch:129	 Loss:1.116	 lr:0.00400	 acc:68.170%
Epoch:130	 Loss:1.129	 lr:0.00400	 acc:68.050%
Epoch:131	 Loss:1.128	 lr:0.00400	 acc:67.790%
Epoch:132	 Loss:1.131	 lr:0.00400	 acc:68.250%
Epoch:133	 Loss:1.134	 lr:0.00400	 acc:67.950%
Epoch:134	 Loss:1.141	 lr:0.00400	 acc:67.280%
Epoch:135	 Loss:1.142	 lr:0.00400	 acc:67.640%
Epoch:136	 Loss:1.150	 lr:0.00400	 acc:67.850%
Epoch:137	 Loss:1.160	 lr:0.00400	 acc:67.300%
Epoch:138	 Loss:1.164	 lr:0.00400	 acc:67.630%
Epoch:139	 Loss:1.166	 lr:0.00400	 acc:67.420%
Epoch:140	 Loss:1.169	 lr:0.00400	 acc:67.130%
Epoch:141	 Loss:1.180	 lr:0.00400	 acc:66.820%
Epoch:142	 Loss:1.161	 lr:0.00400	 acc:67.440%
Epoch:143	 Loss:1.176	 lr:0.00400	 acc:67.420%
Epoch:144	 Loss:1.163	 lr:0.00400	 acc:67.090%
Epoch:145	 Loss:1.166	 lr:0.00400	 acc:67.480%
Epoch:146	 Loss:1.167	 lr:0.00400	 acc:67.270%
Epoch:147	 Loss:1.197	 lr:0.00400	 acc:66.830%
Epoch:148	 Loss:1.189	 lr:0.00400	 acc:66.710%
Epoch:149	 Loss:1.186	 lr:0.00400	 acc:66.860%
Epoch:150	 Loss:1.192	 lr:0.00400	 acc:66.840%
Epoch:151	 Loss:1.183	 lr:0.00400	 acc:67.270%
Epoch:152	 Loss:1.188	 lr:0.00400	 acc:66.720%
Epoch:153	 Loss:1.189	 lr:0.00400	 acc:67.180%
Epoch:154	 Loss:1.196	 lr:0.00400	 acc:66.830%
Epoch:155	 Loss:1.208	 lr:0.00400	 acc:66.250%
Epoch:156	 Loss:1.199	 lr:0.00400	 acc:67.490%
Epoch:157	 Loss:1.192	 lr:0.00400	 acc:67.450%
Epoch:158	 Loss:1.207	 lr:0.00400	 acc:66.600%
Epoch:159	 Loss:1.228	 lr:0.00400	 acc:66.180%
