Epoch:1	 Loss:3.984	 lr:0.10000	 acc:8.496%
Epoch:2	 Loss:3.313	 lr:0.10000	 acc:18.680%
Epoch:3	 Loss:2.851	 lr:0.10000	 acc:27.168%
Epoch:4	 Loss:2.462	 lr:0.10000	 acc:35.284%
Epoch:5	 Loss:2.218	 lr:0.10000	 acc:40.252%
Epoch:6	 Loss:2.076	 lr:0.10000	 acc:43.314%
Epoch:7	 Loss:1.967	 lr:0.10000	 acc:46.072%
Epoch:8	 Loss:1.880	 lr:0.10000	 acc:48.224%
Epoch:9	 Loss:1.834	 lr:0.10000	 acc:49.180%
Epoch:10	 Loss:1.781	 lr:0.10000	 acc:50.764%
Epoch:11	 Loss:1.744	 lr:0.10000	 acc:51.504%
Epoch:12	 Loss:1.705	 lr:0.10000	 acc:52.476%
Epoch:13	 Loss:1.683	 lr:0.10000	 acc:52.968%
Epoch:14	 Loss:1.671	 lr:0.10000	 acc:53.062%
Epoch:15	 Loss:1.643	 lr:0.10000	 acc:54.082%
Epoch:16	 Loss:1.627	 lr:0.10000	 acc:54.466%
Epoch:17	 Loss:1.607	 lr:0.10000	 acc:55.028%
Epoch:18	 Loss:1.598	 lr:0.10000	 acc:54.916%
Epoch:19	 Loss:1.573	 lr:0.10000	 acc:55.980%
Epoch:20	 Loss:1.576	 lr:0.10000	 acc:55.738%
Epoch:21	 Loss:1.568	 lr:0.10000	 acc:55.896%
Epoch:22	 Loss:1.545	 lr:0.10000	 acc:56.692%
Epoch:23	 Loss:1.533	 lr:0.10000	 acc:56.914%
Epoch:24	 Loss:1.534	 lr:0.10000	 acc:56.778%
Epoch:25	 Loss:1.524	 lr:0.10000	 acc:56.764%
Epoch:26	 Loss:1.515	 lr:0.10000	 acc:57.128%
Epoch:27	 Loss:1.526	 lr:0.10000	 acc:56.812%
Epoch:28	 Loss:1.506	 lr:0.10000	 acc:57.470%
Epoch:29	 Loss:1.510	 lr:0.10000	 acc:57.204%
Epoch:30	 Loss:1.505	 lr:0.10000	 acc:57.478%
Epoch:31	 Loss:1.484	 lr:0.10000	 acc:57.816%
Epoch:32	 Loss:1.482	 lr:0.10000	 acc:58.120%
Epoch:33	 Loss:1.484	 lr:0.10000	 acc:58.004%
Epoch:34	 Loss:1.480	 lr:0.10000	 acc:58.378%
Epoch:35	 Loss:1.479	 lr:0.10000	 acc:58.126%
Epoch:36	 Loss:1.472	 lr:0.10000	 acc:58.272%
Epoch:37	 Loss:1.470	 lr:0.10000	 acc:58.270%
