Epoch:1	 Loss:4.719	 lr:0.10000	 acc:1.000%
Epoch:2	 Loss:4.138	 lr:0.10000	 acc:6.270%
Epoch:3	 Loss:3.726	 lr:0.10000	 acc:12.070%
Epoch:4	 Loss:3.279	 lr:0.10000	 acc:19.690%
Epoch:5	 Loss:3.114	 lr:0.10000	 acc:22.790%
Epoch:6	 Loss:2.965	 lr:0.10000	 acc:25.220%
Epoch:7	 Loss:2.682	 lr:0.10000	 acc:30.620%
Epoch:8	 Loss:2.693	 lr:0.10000	 acc:29.040%
Epoch:9	 Loss:2.415	 lr:0.10000	 acc:35.310%
Epoch:10	 Loss:2.467	 lr:0.10000	 acc:35.280%
Epoch:11	 Loss:2.425	 lr:0.10000	 acc:34.730%
Epoch:12	 Loss:2.404	 lr:0.10000	 acc:35.860%
Epoch:13	 Loss:2.389	 lr:0.10000	 acc:37.500%
Epoch:14	 Loss:2.282	 lr:0.10000	 acc:39.130%
Epoch:15	 Loss:2.342	 lr:0.10000	 acc:38.570%
Epoch:16	 Loss:2.392	 lr:0.10000	 acc:36.920%
Epoch:17	 Loss:2.304	 lr:0.10000	 acc:39.880%
Epoch:18	 Loss:2.185	 lr:0.10000	 acc:40.900%
Epoch:19	 Loss:2.223	 lr:0.10000	 acc:39.580%
Epoch:20	 Loss:2.375	 lr:0.10000	 acc:38.930%
Epoch:21	 Loss:2.216	 lr:0.10000	 acc:40.590%
Epoch:22	 Loss:2.108	 lr:0.10000	 acc:42.410%
Epoch:23	 Loss:2.250	 lr:0.10000	 acc:40.020%
Epoch:24	 Loss:2.318	 lr:0.10000	 acc:38.960%
Epoch:25	 Loss:2.111	 lr:0.10000	 acc:43.770%
Epoch:26	 Loss:2.543	 lr:0.10000	 acc:35.390%
Epoch:27	 Loss:2.332	 lr:0.10000	 acc:38.990%
Epoch:28	 Loss:2.245	 lr:0.10000	 acc:40.580%
Epoch:29	 Loss:2.303	 lr:0.10000	 acc:40.770%
Epoch:30	 Loss:2.297	 lr:0.10000	 acc:41.020%
Epoch:31	 Loss:2.317	 lr:0.10000	 acc:39.960%
Epoch:32	 Loss:2.343	 lr:0.10000	 acc:40.220%
